,Unnamed: 0,DBA,ZIP,TYPE,CITY,YEAR,LAT,LONG,google_name,address,TRACT,STATE,County
22,22,14er HOLISTICS,80301.0,Rec,Boulder,2016,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
23,23,14er HOLISTICS,80301.0,Rec,Boulder,2017,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
24,24,14er HOLISTICS,80301.0,Rec,Boulder,2018,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
25,25,14er HOLISTICS,80301.0,Rec,Boulder,2019,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
26,26,14er HOLISTICS,80301.0,Rec,Boulder,2020,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
27,27,14er HOLISTICS,80301.0,Rec,Boulder,2021,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
28,28,14er HOLISTICS,80301.0,Rec,Boulder,2022,40.0259307,-105.2564684,14er Boulder,"2897 Mapleton Ave Suite 800, Boulder, CO 80301, United States",12208.0,Colorado,Boulder
29,29,1859,80422.0,Med & Rec,Black Hawk,2014,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
30,30,1859,80422.0,Med & Rec,Black Hawk,2015,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
31,31,1859,80422.0,Med & Rec,Black Hawk,2016,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
32,32,1859,80422.0,Med & Rec,Black Hawk,2017,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
33,33,1859,80422.0,Med & Rec,Black Hawk,2018,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
34,34,1859,80422.0,Med & Rec,Black Hawk,2019,39.80151439999999,-105.4953976,The Green Solution Dispensary,"231 Gregory St, Black Hawk, CO 80422, United States",13802.0,Colorado,Gilpin
35,35,1917 SANTA FE,81006.0,Med & Rec,Pueblo,2018,38.2458481,-104.5752398,Apothecary Farms - Pueblo,"1917 Santa Fe Dr, Pueblo, CO 81006, United States",3103.0,Colorado,Pueblo
36,36,1917 SANTA FE,81006.0,Med & Rec,Pueblo,2019,38.2458481,-104.5752398,Apothecary Farms - Pueblo,"1917 Santa Fe Dr, Pueblo, CO 81006, United States",3103.0,Colorado,Pueblo
37,37,1917 SANTA FE,81006.0,Med & Rec,Pueblo,2020,38.2458481,-104.5752398,Apothecary Farms - Pueblo,"1917 Santa Fe Dr, Pueblo, CO 81006, United States",3103.0,Colorado,Pueblo
38,38,1:11,81143.0,Med & Rec,Moffat,2016,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache
39,39,1:11,81143.0,Med & Rec,Moffat,2017,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache
40,40,1:11,81143.0,Med & Rec,Moffat,2018,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache
41,41,1:11,81143.0,Med & Rec,Moffat,2019,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache
42,42,2251SB,80210.0,Med & Rec,Denver,2019,39.6800582,-104.9877982,Lit Cannabis Dispensary Broadway,"2001 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
43,43,2251SB,80210.0,Med & Rec,Denver,2020,39.6800582,-104.9877982,Lit Cannabis Dispensary Broadway,"2001 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
44,44,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2014,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso
45,45,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2015,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso
46,46,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2016,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso
47,47,3-D  CENTER,80216.0,Rec,Denver,2016,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
48,48,3-D  CENTER,80216.0,Rec,Denver,2017,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
49,49,3-D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2014,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
50,50,3-D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
51,51,37 INC,80910.0,Med,Colorado Springs,2015,38.817844,-104.78121,The Epic Remedy Fountain,"2712 E Fountain Blvd, Colorado Springs, CO 80910, United States",2801.0,Colorado,El Paso
52,52,3B KALAMATH,80223.0,Med,Denver,2017,39.6909606,-104.9916192,Elite Cannabis,"1410 S Santa Fe Dr, Denver, CO 80223, United States",1403.0,Colorado,Denver
53,53,3B KALAMATH,80223.0,Med,Denver,2018,39.6909606,-104.9916192,Elite Cannabis,"1410 S Santa Fe Dr, Denver, CO 80223, United States",1403.0,Colorado,Denver
54,54,3B-38,80212.0,Med,Denver,2018,39.769561,-105.0484702,The Joint by Cannabis,"4745 W 38th Ave, Denver, CO 80212, United States",301.0,Colorado,Denver
55,55,3D CANNABIS CENTER,81201.0,Rec,Salida,2014,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
56,56,3D CANNABIS CENTER,81201.0,Rec,Salida,2015,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
57,57,3D CANNABIS CENTER,81201.0,Rec,Salida,2016,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
58,58,3D CANNABIS CENTER,81201.0,Rec,Salida,2017,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
59,59,3D CANNABIS CENTER,81201.0,Rec,Salida,2018,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
60,60,3D CANNABIS CENTER,81201.0,Rec,Salida,2019,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
61,61,3D CANNABIS CENTER,81201.0,Rec,Salida,2020,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
62,62,3D CANNABIS CENTER,81201.0,Rec,Salida,2021,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
63,63,3D CANNABIS CENTER,81201.0,Rec,Salida,2022,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
64,64,3D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
65,65,3D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2016,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
66,66,3D Cannabis Center,81201.0,Rec,Salida,2022,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee
67,67,3D DISPENSARY AND/OR 3D CANNABIS CENTER,80216.0,Med,Denver,2014,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
68,68,3D DISPENSARY AND/OR 3D CANNABIS CENTER,80216.0,Med,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
69,69,3LP,80011.0,Rec,Aurora,2014,39.7407832,-104.8211344,The Green Solution Dispensary,"14301 E Colfax Ave, Aurora, CO 80011, United States",8308.0,Colorado,Adams
70,70,3LP,80011.0,Rec,Aurora,2015,39.7407832,-104.8211344,The Green Solution Dispensary,"14301 E Colfax Ave, Aurora, CO 80011, United States",8308.0,Colorado,Adams
71,71,3LP,80019.0,Rec,Aurora,2014,39.7406829,-104.7642405,LivWell Dispensary,"19201 E Colfax Ave, Aurora, CO 80011, United States",8355.0,Colorado,Adams
72,72,3LP,80019.0,Rec,Aurora,2015,39.7406829,-104.7642405,LivWell Dispensary,"19201 E Colfax Ave, Aurora, CO 80011, United States",8355.0,Colorado,Adams
73,73,4 REAL CANNABIS SUPPLY,81133.0,Med,Ft Garland,2014,37.4248334,-105.4317591,Southern Colorado Cannabis Club,"29577 CO-159, Fort Garland, CO 81133, United States",972600.0,Colorado,Costilla
74,74,4 REAL CANNABIS SUPPLY,81133.0,Med,Ft Garland,2015,37.4248334,-105.4317591,Southern Colorado Cannabis Club,"29577 CO-159, Fort Garland, CO 81133, United States",972600.0,Colorado,Costilla
75,75,4095 SHELTER,80216.0,Med & Rec,Denver,2018,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver
76,76,420 GREEN GENIE INC,81120.0,Rec,Antonito,2015,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
77,77,420 GREEN GENIE INC,81120.0,Rec,Antonito,2016,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
78,78,420 GREEN GENIE INC,81120.0,Rec,Antonito,2017,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
79,79,420 GREEN GENIE INC,81120.0,Rec,Antonito,2018,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
80,80,420 GREEN GENIE INC,81120.0,Rec,Antonito,2019,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
81,81,420 GREEN GENIE INC,81120.0,Rec,Antonito,2020,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
82,82,420 WELLNESS,80212.0,Med,Denver,2014,39.7764696,-105.0560622,Medicinal Wellness Center,"5430 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson
83,83,5 EYED JACK,80027.0,Rec,Louisville,2020,39.96154689999999,-105.166078,Ajoya | Louisville CO Recreational & Medical Marijuana Dispensary,"1100 W Dillon Rd #3, Louisville, CO 80027, United States",12710.0,Colorado,Boulder
84,84,5 EYED JACK,80027.0,Rec,Louisville,2021,39.96154689999999,-105.166078,Ajoya | Louisville CO Recreational & Medical Marijuana Dispensary,"1100 W Dillon Rd #3, Louisville, CO 80027, United States",12710.0,Colorado,Boulder
85,85,505 CENTER,80216.0,Med,Denver,2014,39.771937,-104.994116,Pure Marijuana Dispensary,"505 W 40th Ave, Denver, CO 80216, United States",1500.0,Colorado,Denver
86,86,505 CENTER,80216.0,Med,Denver,2015,39.771937,-104.994116,Pure Marijuana Dispensary,"505 W 40th Ave, Denver, CO 80216, United States",1500.0,Colorado,Denver
87,87,5110 SANCTUARY,80216.0,Med & Rec,Denver,2018,39.7818131,-104.9664672,Star Buds Recreational Marijuana Dispensary North Denver,"4690 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver
88,88,5280 WEEDERY,80216.0,Med & Rec,Denver,2017,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
89,89,5280 WEEDERY,80216.0,Med & Rec,Denver,2018,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
90,90,5280 WEEDERY,80216.0,Med & Rec,Denver,2019,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
91,91,5280 WEEDERY,80216.0,Med & Rec,Denver,2020,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
92,92,5280 WEEDERY,80216.0,Med & Rec,Denver,2021,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
93,93,5280 WEEDERY,80216.0,Med & Rec,Denver,2022,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver
94,94,7884,81120.0,Rec,Antonito,2020,37.0749278,-106.0089965,Dispensary 7884,"327 Main St, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
95,95,7884,81120.0,Rec,Antonito,2021,37.0749278,-106.0089965,Dispensary 7884,"327 Main St, Antonito, CO 81120, United States",974800.0,Colorado,Conejos
96,96,A CUT ABOVE,80210.0,Med & Rec,Denver,2014,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
97,97,A CUT ABOVE,80210.0,Med & Rec,Denver,2015,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
98,98,A CUT ABOVE,80210.0,Med & Rec,Denver,2016,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
99,99,A CUT ABOVE,80210.0,Med & Rec,Denver,2017,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
100,100,A CUT ABOVE,80210.0,Med & Rec,Denver,2018,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
101,101,A CUT ABOVE,80210.0,Med & Rec,Denver,2019,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
102,102,A CUT ABOVE,80210.0,Med & Rec,Denver,2020,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
103,103,A CUT ABOVE,80210.0,Med & Rec,Denver,2021,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
104,104,A CUT ABOVE,80210.0,Med & Rec,Denver,2022,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
105,105,A CUT ABOVE,80907.0,Med,Colorado Springs,2014,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
106,106,A CUT ABOVE,80907.0,Med,Colorado Springs,2015,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
107,107,A CUT ABOVE,80907.0,Med,Colorado Springs,2016,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
108,108,A CUT ABOVE,80907.0,Med,Colorado Springs,2017,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
109,109,A CUT ABOVE,80907.0,Med,Colorado Springs,2018,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
110,110,A CUT ABOVE,80907.0,Med,Colorado Springs,2019,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
111,111,A CUT ABOVE,80907.0,Med,Colorado Springs,2020,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
112,112,A CUT ABOVE,80910.0,Med,Colorado Springs,2014,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
113,113,A CUT ABOVE,80910.0,Med,Colorado Springs,2015,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
114,114,A CUT ABOVE,80910.0,Med,Colorado Springs,2016,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
115,115,A CUT ABOVE,80910.0,Med,Colorado Springs,2017,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
116,116,A CUT ABOVE,80910.0,Med,Colorado Springs,2018,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
117,117,A CUT ABOVE,80910.0,Med,Colorado Springs,2019,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
118,118,A CUT ABOVE ,80907.0,Med,Colorado Springs,2020,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
119,119,A CUT ABOVE ,80907.0,Med,Colorado Springs,2021,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
120,120,A CUT ABOVE ,80907.0,Med,Colorado Springs,2022,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
121,121,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2014,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
122,122,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2015,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
123,123,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2016,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
124,124,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2017,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
125,125,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2018,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
126,126,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2019,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
127,127,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2020,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
128,128,A CUT OFF THE TOP MEDICAL MARIJUANA,80204.0,Med & Rec,Denver,2021,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
129,129,"A CUT OFF THE TOP MEDICAL MARIJUANA,",80204.0,Rec,Denver,2014,39.7344415,-104.9905286,Pure Marijuana Dispensary,"1133 Bannock St, Denver, CO 80204, United States",2000.0,Colorado,Denver
130,130,A Cut Above,80210.0,Med & Rec,Denver,2022,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver
131,131,A Cut Above,80907.0,Med,Colorado Springs,2022,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso
132,132,A KIND PLACE,80524.0,Med,Fort Collins,2014,40.57286819999999,-105.0451911,Ace's Place,"1101 Academy Ct #4, Fort Collins, CO 80524, United States",1601.0,Colorado,Larimer
133,133,A KIND PLACE,80524.0,Med,Fort Collins,2015,40.57286819999999,-105.0451911,Ace's Place,"1101 Academy Ct #4, Fort Collins, CO 80524, United States",1601.0,Colorado,Larimer
134,134,A KIND PLACE,80524.0,Med,Fort Collins,2016,40.57286819999999,-105.0451911,Ace's Place,"1101 Academy Ct #4, Fort Collins, CO 80524, United States",1601.0,Colorado,Larimer
135,135,A KIND PLACE,80526.0,Med,Fort Collins,2014,40.494147,-105.0781024,KindCare of Colorado,"6617 S College Ave, Fort Collins, CO 80525, United States",1813.0,Colorado,Larimer
136,136,A Kind Place,80526.0,Med,Fort Collins,2014,40.494147,-105.0781024,KindCare of Colorado,"6617 S College Ave, Fort Collins, CO 80525, United States",1813.0,Colorado,Larimer
137,137,A MEDICAL MARIJUANA DISPENSARY,80224.0,Med,Denver,2014,39.6518248,-104.8852451,Ascend Cannabis Co - Medical/Recreational Marijuana Dispensary,"3555 S Yosemite St, Denver, CO 80237, United States",6810.0,Colorado,Denver
138,138,A MEDICAL MARIJUANA DISPENSARY,80224.0,Med,Denver,2015,39.6518248,-104.8852451,Ascend Cannabis Co - Medical/Recreational Marijuana Dispensary,"3555 S Yosemite St, Denver, CO 80237, United States",6810.0,Colorado,Denver
