,Unnamed: 0.1,Unnamed: 0,DBA,ZIP,TYPE,CITY,YEAR,LAT,LONG,google_name,address,TRACT,STATE,County,New_TRACT,GEOID,INTPTLAT,INTPTLON
37,37,37,1917 SANTA FE,81006.0,Med & Rec,Pueblo,2020,38.2458481,-104.5752398,Apothecary Farms - Pueblo,"1917 Santa Fe Dr, Pueblo, CO 81006, United States",3103.0,Colorado,Pueblo,003103,08101003103,+38.2430743,-104.5722952
38,38,38,1:11,81143.0,Med & Rec,Moffat,2016,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache,977600,08109977600,+38.1324118,-106.2972506
39,39,39,1:11,81143.0,Med & Rec,Moffat,2017,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache,977600,08109977600,+38.1324118,-106.2972506
40,40,40,1:11,81143.0,Med & Rec,Moffat,2018,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache,977600,08109977600,+38.1324118,-106.2972506
41,41,41,1:11,81143.0,Med & Rec,Moffat,2019,37.9931794,-105.907264,1:11 Dispensary,"17034 CO-17, Moffat, CO 81143, United States",977600.0,Colorado,Saguache,977600,08109977600,+38.1324118,-106.2972506
42,42,42,2251SB,80210.0,Med & Rec,Denver,2019,39.6800582,-104.9877982,Lit Cannabis Dispensary Broadway,"2001 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
43,43,43,2251SB,80210.0,Med & Rec,Denver,2020,39.6800582,-104.9877982,Lit Cannabis Dispensary Broadway,"2001 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
44,44,44,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2014,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso,002000,08031002000,+39.7353735,-104.9911970
45,45,45,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2015,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso,002000,08031002000,+39.7353735,-104.9911970
46,46,46,3 BUDS WELLNESS CENTER,80909.0,Med,Colorado Springs,2016,38.8446018,-104.7610789,Top Buds Dispensary,"820 Citadel Dr E, Colorado Springs, CO 80909, United States",2000.0,Colorado,El Paso,002000,08031002000,+39.7353735,-104.9911970
47,47,47,3-D  CENTER,80216.0,Rec,Denver,2016,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
48,48,48,3-D  CENTER,80216.0,Rec,Denver,2017,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
49,49,49,3-D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2014,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
50,50,50,3-D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
51,51,51,37 INC,80910.0,Med,Colorado Springs,2015,38.817844,-104.78121,The Epic Remedy Fountain,"2712 E Fountain Blvd, Colorado Springs, CO 80910, United States",2801.0,Colorado,El Paso,002801,08031002801,+39.7239208,-104.9782121
52,52,52,3B KALAMATH,80223.0,Med,Denver,2017,39.6909606,-104.9916192,Elite Cannabis,"1410 S Santa Fe Dr, Denver, CO 80223, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
53,53,53,3B KALAMATH,80223.0,Med,Denver,2018,39.6909606,-104.9916192,Elite Cannabis,"1410 S Santa Fe Dr, Denver, CO 80223, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
54,54,54,3B-38,80212.0,Med,Denver,2018,39.769561,-105.0484702,The Joint by Cannabis,"4745 W 38th Ave, Denver, CO 80212, United States",301.0,Colorado,Denver,000301,08031000301,+39.7730308,-105.0392349
55,55,55,3D CANNABIS CENTER,81201.0,Rec,Salida,2014,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
56,56,56,3D CANNABIS CENTER,81201.0,Rec,Salida,2015,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
57,57,57,3D CANNABIS CENTER,81201.0,Rec,Salida,2016,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
58,58,58,3D CANNABIS CENTER,81201.0,Rec,Salida,2017,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
59,59,59,3D CANNABIS CENTER,81201.0,Rec,Salida,2018,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
60,60,60,3D CANNABIS CENTER,81201.0,Rec,Salida,2019,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
61,61,61,3D CANNABIS CENTER,81201.0,Rec,Salida,2020,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
62,62,62,3D CANNABIS CENTER,81201.0,Rec,Salida,2021,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
63,63,63,3D CANNABIS CENTER,81201.0,Rec,Salida,2022,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
64,64,64,3D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
65,65,65,3D CANNABIS CENTER & 3D DISPENSARY,80216.0,Rec,Denver,2016,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
66,66,66,3D Cannabis Center,81201.0,Rec,Salida,2022,38.5243646,-106.0174614,Natures Medicine,"7595 US-50 Unit B, Salida, CO 81201, United States",200.0,Colorado,Chaffee,000200,08015000200,+38.4813087,-106.0042061
67,67,67,3D DISPENSARY AND/OR 3D CANNABIS CENTER,80216.0,Med,Denver,2014,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
68,68,68,3D DISPENSARY AND/OR 3D CANNABIS CENTER,80216.0,Med,Denver,2015,39.7775358,-104.9698772,Jars Cannabis 3D,"4305 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
69,69,69,3LP,80011.0,Rec,Aurora,2014,39.7407832,-104.8211344,The Green Solution Dispensary,"14301 E Colfax Ave, Aurora, CO 80011, United States",8308.0,Colorado,Adams,008308,08001008308,+39.7571272,-104.8174833
70,70,70,3LP,80011.0,Rec,Aurora,2015,39.7407832,-104.8211344,The Green Solution Dispensary,"14301 E Colfax Ave, Aurora, CO 80011, United States",8308.0,Colorado,Adams,008308,08001008308,+39.7571272,-104.8174833
71,71,71,3LP,80019.0,Rec,Aurora,2014,39.7406829,-104.7642405,LivWell Dispensary,"19201 E Colfax Ave, Aurora, CO 80011, United States",8355.0,Colorado,Adams,008355,08001008355,+39.7460712,-104.7580359
72,72,72,3LP,80019.0,Rec,Aurora,2015,39.7406829,-104.7642405,LivWell Dispensary,"19201 E Colfax Ave, Aurora, CO 80011, United States",8355.0,Colorado,Adams,008355,08001008355,+39.7460712,-104.7580359
73,73,73,4 REAL CANNABIS SUPPLY,81133.0,Med,Ft Garland,2014,37.4248334,-105.4317591,Southern Colorado Cannabis Club,"29577 CO-159, Fort Garland, CO 81133, United States",972600.0,Colorado,Costilla,972600,08111972600,+37.7810492,-107.6702567
74,74,74,4 REAL CANNABIS SUPPLY,81133.0,Med,Ft Garland,2015,37.4248334,-105.4317591,Southern Colorado Cannabis Club,"29577 CO-159, Fort Garland, CO 81133, United States",972600.0,Colorado,Costilla,972600,08111972600,+37.7810492,-107.6702567
75,75,75,4095 SHELTER,80216.0,Med & Rec,Denver,2018,39.77370850000001,-104.9433382,EverBloom Jackson Recreational & Medical Dispensary,"4095 Jackson St, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
76,76,76,420 GREEN GENIE INC,81120.0,Rec,Antonito,2015,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
77,77,77,420 GREEN GENIE INC,81120.0,Rec,Antonito,2016,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
78,78,78,420 GREEN GENIE INC,81120.0,Rec,Antonito,2017,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
79,79,79,420 GREEN GENIE INC,81120.0,Rec,Antonito,2018,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
80,80,80,420 GREEN GENIE INC,81120.0,Rec,Antonito,2019,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
81,81,81,420 GREEN GENIE INC,81120.0,Rec,Antonito,2020,37.074972,-106.0083042,420 Green Genie,"106 E 4th Ave, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
82,82,82,420 WELLNESS,80212.0,Med,Denver,2014,39.7764696,-105.0560622,Medicinal Wellness Center,"5430 W 44th Ave, Denver, CO 80212, United States",10603.0,Colorado,Jefferson,010603,08059010603,+39.7729915,-105.0673281
83,83,83,5 EYED JACK,80027.0,Rec,Louisville,2020,39.96154689999999,-105.166078,Ajoya | Louisville CO Recreational & Medical Marijuana Dispensary,"1100 W Dillon Rd #3, Louisville, CO 80027, United States",12710.0,Colorado,Boulder,012710,08013012710,+39.9895369,-105.1913668
84,84,84,5 EYED JACK,80027.0,Rec,Louisville,2021,39.96154689999999,-105.166078,Ajoya | Louisville CO Recreational & Medical Marijuana Dispensary,"1100 W Dillon Rd #3, Louisville, CO 80027, United States",12710.0,Colorado,Boulder,012710,08013012710,+39.9895369,-105.1913668
85,85,85,505 CENTER,80216.0,Med,Denver,2014,39.771937,-104.994116,Pure Marijuana Dispensary,"505 W 40th Ave, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
86,86,86,505 CENTER,80216.0,Med,Denver,2015,39.771937,-104.994116,Pure Marijuana Dispensary,"505 W 40th Ave, Denver, CO 80216, United States",1500.0,Colorado,Denver,001500,08031001500,+39.7811003,-104.9863420
87,87,87,5110 SANCTUARY,80216.0,Med & Rec,Denver,2018,39.7818131,-104.9664672,Star Buds Recreational Marijuana Dispensary North Denver,"4690 Brighton Blvd, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
88,88,88,5280 WEEDERY,80216.0,Med & Rec,Denver,2017,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
89,89,89,5280 WEEDERY,80216.0,Med & Rec,Denver,2018,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
90,90,90,5280 WEEDERY,80216.0,Med & Rec,Denver,2019,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
91,91,91,5280 WEEDERY,80216.0,Med & Rec,Denver,2020,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
92,92,92,5280 WEEDERY,80216.0,Med & Rec,Denver,2021,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
93,93,93,5280 WEEDERY,80216.0,Med & Rec,Denver,2022,39.7790076,-104.9421071,5280 Weedery,"3895 E 45th Ave, Denver, CO 80216, United States",3501.0,Colorado,Denver,003501,08031003501,+39.7812624,-104.9619170
94,94,94,7884,81120.0,Rec,Antonito,2020,37.0749278,-106.0089965,Dispensary 7884,"327 Main St, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
95,95,95,7884,81120.0,Rec,Antonito,2021,37.0749278,-106.0089965,Dispensary 7884,"327 Main St, Antonito, CO 81120, United States",974800.0,Colorado,Conejos,974800,08021974800,+37.1012414,-105.9120150
96,96,96,A CUT ABOVE,80210.0,Med & Rec,Denver,2014,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
97,97,97,A CUT ABOVE,80210.0,Med & Rec,Denver,2015,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
98,98,98,A CUT ABOVE,80210.0,Med & Rec,Denver,2016,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
99,99,99,A CUT ABOVE,80210.0,Med & Rec,Denver,2017,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
100,100,100,A CUT ABOVE,80210.0,Med & Rec,Denver,2018,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
101,101,101,A CUT ABOVE,80210.0,Med & Rec,Denver,2019,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
102,102,102,A CUT ABOVE,80210.0,Med & Rec,Denver,2020,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
103,103,103,A CUT ABOVE,80210.0,Med & Rec,Denver,2021,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
104,104,104,A CUT ABOVE,80210.0,Med & Rec,Denver,2022,39.6818646,-104.9880961,A Cut Above Dispensary,"1911 S Broadway, Denver, CO 80210, United States",1403.0,Colorado,Denver,001403,08031001403,+39.6809562,-104.9932566
105,105,105,A CUT ABOVE,80907.0,Med,Colorado Springs,2014,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
106,106,106,A CUT ABOVE,80907.0,Med,Colorado Springs,2015,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
107,107,107,A CUT ABOVE,80907.0,Med,Colorado Springs,2016,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
108,108,108,A CUT ABOVE,80907.0,Med,Colorado Springs,2017,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
109,109,109,A CUT ABOVE,80907.0,Med,Colorado Springs,2018,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
110,110,110,A CUT ABOVE,80907.0,Med,Colorado Springs,2019,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
111,111,111,A CUT ABOVE,80907.0,Med,Colorado Springs,2020,38.874528,-104.8056916,A Cut Above - Fillmore,"1150 E Fillmore St, Colorado Springs, CO 80907, United States",301.0,Colorado,El Paso,000301,08031000301,+39.7730308,-105.0392349
